scenario,method,true,estimate,se,covered,rep,seed
Observed-state MAR,IPCW admissible refinement,1.0528354938843214,1.1136925875886157,0.09782865920799327,1,164,1691171292
Observed-state MAR,Mediator-as-state,1.0528354938843214,0.7324695506188291,0.10742832892974194,0,164,1691171292
Observed-state MAR,Post-action leakage,1.0528354938843214,0.937830815480695,0.10803371197628985,1,164,1691171292
Observed-state MAR,Oracle state,1.0528354938843214,1.1030109787473183,0.09653039146378399,1,164,1691171292
Complete,Untyped naive contrast,1.053108798114546,1.5371101367990567,0.1401351312101545,0,165,404337537
Complete,Coarse locked state,1.053108798114546,1.023996333104817,0.0951873896270895,1,165,404337537
Complete,Design erasure,1.053108798114546,1.19300992638206,0.09286438185695395,1,165,404337537
Complete,Admissible refinement,1.053108798114546,1.028924071888752,0.09108258189147538,1,165,404337537
Complete,Mediator-as-state,1.053108798114546,0.6727037020750448,0.09911582858304138,0,165,404337537
Complete,Post-action leakage,1.053108798114546,0.8285762648913816,0.10656222542195436,0,165,404337537
Complete,Oracle state,1.053108798114546,1.095481645688543,0.08960221192082252,1,165,404337537
Observed-state MAR,Untyped naive contrast,1.0737305944047126,1.5272899331086558,0.1924278599611742,0,165,404337537
Observed-state MAR,Coarse locked state,1.0737305944047126,0.8861163781005316,0.11318268219321255,1,165,404337537
Observed-state MAR,Design erasure,1.0737305944047126,1.0200259754466514,0.11228099377282194,1,165,404337537
Observed-state MAR,Admissible refinement,1.0737305944047126,0.8931710848464345,0.110410981076964,1,165,404337537
Observed-state MAR,IPCW admissible refinement,1.0737305944047126,0.8931609043430451,0.1082744000156398,1,165,404337537
Observed-state MAR,Mediator-as-state,1.0737305944047126,0.5068393320306575,0.10863077982096027,0,165,404337537
Observed-state MAR,Post-action leakage,1.0737305944047126,0.6343128549682405,0.10874892814981552,0,165,404337537
Observed-state MAR,Oracle state,1.0737305944047126,0.8876460664984154,0.10407429060747554,1,165,404337537
Complete,Untyped naive contrast,1.0779969074423665,1.875449018544174,0.14928487714541278,0,166,406214132
Complete,Coarse locked state,1.0779969074423665,1.16620129137922,0.09445203740066625,1,166,406214132
Complete,Design erasure,1.0779969074423665,1.2735300290118587,0.09559461804736934,0,166,406214132
Complete,Admissible refinement,1.0779969074423665,1.147111072481689,0.08949992475813619,1,166,406214132
Complete,Mediator-as-state,1.0779969074423665,0.7778089170572816,0.09968395670024918,0,166,406214132
Complete,Post-action leakage,1.0779969074423665,0.9593943731925804,0.10276127878058662,1,166,406214132
Complete,Oracle state,1.0779969074423665,1.1635808888851251,0.08633739384731763,1,166,406214132
Observed-state MAR,Untyped naive contrast,1.0589667927270685,1.9812624627333781,0.18302781644362315,0,166,406214132
Observed-state MAR,Coarse locked state,1.0589667927270685,1.0111498345988634,0.102773288536173,1,166,406214132
Observed-state MAR,Design erasure,1.0589667927270685,1.125152136448178,0.10001943403938682,1,166,406214132
Observed-state MAR,Admissible refinement,1.0589667927270685,1.0268297507831943,0.0977905793763006,1,166,406214132
Observed-state MAR,IPCW admissible refinement,1.0589667927270685,1.018384815045226,0.09883284143200155,1,166,406214132
Observed-state MAR,Mediator-as-state,1.0589667927270685,0.6525876137874763,0.10053580568221572,0,166,406214132
Observed-state MAR,Post-action leakage,1.0589667927270685,0.7949247197794531,0.09804676534741538,0,166,406214132
Observed-state MAR,Oracle state,1.0589667927270685,0.9793253766704241,0.09463875526925636,1,166,406214132
Complete,Untyped naive contrast,1.060077943347061,1.9965978877817634,0.1538700528174382,0,167,113686658
Complete,Coarse locked state,1.060077943347061,1.0479103045890055,0.08960889243903876,1,167,113686658
Complete,Design erasure,1.060077943347061,1.1781276024214982,0.08695725207693879,1,167,113686658
Complete,Admissible refinement,1.060077943347061,1.040544353763647,0.0892838430219937,1,167,113686658
Complete,Mediator-as-state,1.060077943347061,0.6043768637500272,0.09206094186459121,0,167,113686658
Complete,Post-action leakage,1.060077943347061,0.8077364113987349,0.09779383497090725,0,167,113686658
Complete,Oracle state,1.060077943347061,1.053871223588368,0.08834154906784754,1,167,113686658
Observed-state MAR,Untyped naive contrast,1.041722157416339,2.120911867178465,0.15806390283121863,0,167,113686658
Observed-state MAR,Coarse locked state,1.041722157416339,1.1911950316077775,0.10798939579627585,1,167,113686658
Observed-state MAR,Design erasure,1.041722157416339,1.3021583001366985,0.10128120882371822,0,167,113686658
Observed-state MAR,Admissible refinement,1.041722157416339,1.1562479946363227,0.10427112811279567,1,167,113686658
Observed-state MAR,IPCW admissible refinement,1.041722157416339,1.1477464715757995,0.10468303498029519,1,167,113686658
Observed-state MAR,Mediator-as-state,1.041722157416339,0.7446520679981784,0.11467993860060265,0,167,113686658
Observed-state MAR,Post-action leakage,1.041722157416339,0.8998306153446519,0.11607360638547855,1,167,113686658
Observed-state MAR,Oracle state,1.041722157416339,1.1271387801102617,0.10150143130521709,1,167,113686658
Complete,Untyped naive contrast,1.0383546314447238,1.88744988632709,0.14778861822809444,0,168,316117676
Complete,Coarse locked state,1.0383546314447238,1.0656558091541182,0.09207000111150646,1,168,316117676
Complete,Design erasure,1.0383546314447238,1.2266561136452632,0.08476300335540372,0,168,316117676
Complete,Admissible refinement,1.0383546314447238,1.1146884780154211,0.0833124563892204,1,168,316117676
Complete,Mediator-as-state,1.0383546314447238,0.6383738455828835,0.09132290224061029,0,168,316117676
Complete,Post-action leakage,1.0383546314447238,0.8485905242443844,0.09418513711209901,0,168,316117676
Complete,Oracle state,1.0383546314447238,1.0907561711471154,0.07929601286974991,1,168,316117676
Observed-state MAR,Untyped naive contrast,1.0722336183722387,1.920440234696654,0.163520830125436,0,168,316117676
Observed-state MAR,Coarse locked state,1.0722336183722387,1.0332714117049664,0.10983378250769184,1,168,316117676
Observed-state MAR,Design erasure,1.0722336183722387,1.222724412487108,0.09796467267593809,1,168,316117676
Observed-state MAR,Admissible refinement,1.0722336183722387,1.050438843699767,0.10031292727629836,1,168,316117676
Observed-state MAR,IPCW admissible refinement,1.0722336183722387,1.0469253770997942,0.09978718199257397,1,168,316117676
Observed-state MAR,Mediator-as-state,1.0722336183722387,0.5518830298028027,0.10925637592375571,0,168,316117676
Observed-state MAR,Post-action leakage,1.0722336183722387,0.7571533882561922,0.12196474913487408,0,168,316117676
Observed-state MAR,Oracle state,1.0722336183722387,1.097879252015187,0.09933563348136168,1,168,316117676
Complete,Untyped naive contrast,1.0775545272600096,2.0613462282522734,0.15768653305168256,0,169,3375217860
Complete,Coarse locked state,1.0775545272600096,1.1673062302995705,0.09037503696207003,1,169,3375217860
Complete,Design erasure,1.0775545272600096,1.2421398490174453,0.09122032048671805,1,169,3375217860
Complete,Admissible refinement,1.0775545272600096,1.1274791492194673,0.08829883682701221,1,169,3375217860
Complete,Mediator-as-state,1.0775545272600096,0.7697984400469589,0.09030974389903523,0,169,3375217860
Complete,Post-action leakage,1.0775545272600096,0.9804458040948529,0.08870976861109457,1,169,3375217860
Complete,Oracle state,1.0775545272600096,1.1068287958887513,0.0854920039310458,1,169,3375217860
Observed-state MAR,Untyped naive contrast,1.1013442613399,1.7278415456950855,0.1767872535329102,0,169,3375217860
Observed-state MAR,Coarse locked state,1.1013442613399,1.1780730843262595,0.10804819120415635,1,169,3375217860
Observed-state MAR,Design erasure,1.1013442613399,1.346212865320269,0.10001163388817233,0,169,3375217860
Observed-state MAR,Admissible refinement,1.1013442613399,1.2017619713915935,0.10095167935219615,1,169,3375217860
Observed-state MAR,IPCW admissible refinement,1.1013442613399,1.1933712604823064,0.10024197256989528,1,169,3375217860
Observed-state MAR,Mediator-as-state,1.1013442613399,0.8817286559593518,0.10805464516102346,0,169,3375217860
Observed-state MAR,Post-action leakage,1.1013442613399,0.9986898414473412,0.104232317696829,1,169,3375217860
Observed-state MAR,Oracle state,1.1013442613399,1.2136471006301115,0.09870718412331522,1,169,3375217860
Complete,Untyped naive contrast,1.0473697729147673,1.6308605022419573,0.15088121356195694,0,170,2256414264
Complete,Coarse locked state,1.0473697729147673,0.844184255114439,0.09289649766452666,0,170,2256414264
Complete,Design erasure,1.0473697729147673,0.9630581976606413,0.08614008032548523,1,170,2256414264
Complete,Admissible refinement,1.0473697729147673,0.8050309675309613,0.08980080824180009,0,170,2256414264
Complete,Mediator-as-state,1.0473697729147673,0.5315826530523984,0.08664976816180192,0,170,2256414264
Complete,Post-action leakage,1.0473697729147673,0.709059244361693,0.09233202904906741,0,170,2256414264
Complete,Oracle state,1.0473697729147673,0.8392719337905269,0.08757054985433106,0,170,2256414264
Observed-state MAR,Untyped naive contrast,1.0468306711765045,1.973312356315652,0.1664182324833077,0,170,2256414264
Observed-state MAR,Coarse locked state,1.0468306711765045,1.1455520973427555,0.11157241925054377,1,170,2256414264
Observed-state MAR,Design erasure,1.0468306711765045,1.3299802075308018,0.10886194432166738,0,170,2256414264
Observed-state MAR,Admissible refinement,1.0468306711765045,1.126228582089862,0.10912573779774044,1,170,2256414264
Observed-state MAR,IPCW admissible refinement,1.0468306711765045,1.103968698539681,0.11070472178778791,1,170,2256414264
Observed-state MAR,Mediator-as-state,1.0468306711765045,0.7625240022755317,0.11655211346310358,0,170,2256414264
Observed-state MAR,Post-action leakage,1.0468306711765045,0.9661041624691754,0.125910700956012,1,170,2256414264
Observed-state MAR,Oracle state,1.0468306711765045,1.1219899603492665,0.10751840967401327,1,170,2256414264
Complete,Untyped naive contrast,1.0764101363848773,1.8165496665865057,0.15799285502131022,0,171,2576947599
Complete,Coarse locked state,1.0764101363848773,1.0300994138880928,0.09646783615237202,1,171,2576947599
Complete,Design erasure,1.0764101363848773,1.1999634926265996,0.08910355705779748,1,171,2576947599
Complete,Admissible refinement,1.0764101363848773,1.0335521570541408,0.0938628861108505,1,171,2576947599
Complete,Mediator-as-state,1.0764101363848773,0.6071709591822958,0.1003370556695488,0,171,2576947599
Complete,Post-action leakage,1.0764101363848773,0.7998190605737545,0.10117186409981876,0,171,2576947599
Complete,Oracle state,1.0764101363848773,1.0690653514716033,0.08832018456530553,1,171,2576947599
Observed-state MAR,Untyped naive contrast,1.0622942577448924,1.9161744583036961,0.18422251108242016,0,171,2576947599
Observed-state MAR,Coarse locked state,1.0622942577448924,0.8941598092902783,0.1111053814441267,1,171,2576947599
Observed-state MAR,Design erasure,1.0622942577448924,1.080441542106119,0.1149170033899565,1,171,2576947599
Observed-state MAR,Admissible refinement,1.0622942577448924,0.9040968800784743,0.10782016556529143,1,171,2576947599
Observed-state MAR,IPCW admissible refinement,1.0622942577448924,0.9109547612143993,0.10793189097387705,1,171,2576947599
Observed-state MAR,Mediator-as-state,1.0622942577448924,0.5434293572203854,0.10941417856144964,0,171,2576947599
Observed-state MAR,Post-action leakage,1.0622942577448924,0.6925231255673556,0.11341261061448886,0,171,2576947599
Observed-state MAR,Oracle state,1.0622942577448924,0.9092109840122102,0.10715435365920534,1,171,2576947599
Complete,Untyped naive contrast,1.1128936970371173,1.9832626133755906,0.16103322463351122,0,172,1605900891
Complete,Coarse locked state,1.1128936970371173,1.1665825126099,0.09670246985901076,1,172,1605900891
Complete,Design erasure,1.1128936970371173,1.261219768773883,0.09170217730470363,1,172,1605900891
Complete,Admissible refinement,1.1128936970371173,1.1197771831080916,0.09017176660913409,1,172,1605900891
Complete,Mediator-as-state,1.1128936970371173,0.7751344788834379,0.094517491121748,0,172,1605900891
Complete,Post-action leakage,1.1128936970371173,0.9335026705779698,0.09883205485186194,1,172,1605900891
Complete,Oracle state,1.1128936970371173,1.1288123848496516,0.08697972240748048,1,172,1605900891
Observed-state MAR,Untyped naive contrast,1.0871913981701815,1.8153809559989378,0.1649694947569267,0,172,1605900891
Observed-state MAR,Coarse locked state,1.0871913981701815,0.9907949807420009,0.10132111923347573,1,172,1605900891
Observed-state MAR,Design erasure,1.0871913981701815,1.1132799482889637,0.1008887718792156,1,172,1605900891
Observed-state MAR,Admissible refinement,1.0871913981701815,0.9993464943724212,0.10080809807615795,1,172,1605900891
Observed-state MAR,IPCW admissible refinement,1.0871913981701815,0.9941150197348513,0.10012225179488553,1,172,1605900891
Observed-state MAR,Mediator-as-state,1.0871913981701815,0.6806331467076884,0.09930378198173291,0,172,1605900891
Observed-state MAR,Post-action leakage,1.0871913981701815,0.8917629920441816,0.10442787120376137,1,172,1605900891
Observed-state MAR,Oracle state,1.0871913981701815,1.0113604764688504,0.1062950066144711,1,172,1605900891
Complete,Untyped naive contrast,1.073603892422312,1.7973583586273398,0.12171698411673107,0,173,1112210645
Complete,Coarse locked state,1.073603892422312,1.1051474981455363,0.09674226338753278,1,173,1112210645
Complete,Design erasure,1.073603892422312,1.2830006643100527,0.0933946609726842,0,173,1112210645
Complete,Admissible refinement,1.073603892422312,1.0949277575924248,0.093573772254443,1,173,1112210645
Complete,Mediator-as-state,1.073603892422312,0.7469014522103017,0.09528431439234805,0,173,1112210645
Complete,Post-action leakage,1.073603892422312,0.8759791694161015,0.0964052512848381,0,173,1112210645
Complete,Oracle state,1.073603892422312,1.115745102706932,0.08848523796681647,1,173,1112210645
Observed-state MAR,Untyped naive contrast,1.0779929174064795,1.9853220442128785,0.17067877640125584,0,173,1112210645
Observed-state MAR,Coarse locked state,1.0779929174064795,1.177018016596319,0.11277348047092013,1,173,1112210645
Observed-state MAR,Design erasure,1.0779929174064795,1.3056061054615289,0.11331486744946709,0,173,1112210645
Observed-state MAR,Admissible refinement,1.0779929174064795,1.1466118961677478,0.11007190091597811,1,173,1112210645
Observed-state MAR,IPCW admissible refinement,1.0779929174064795,1.144781598743547,0.11080114996534984,1,173,1112210645
Observed-state MAR,Mediator-as-state,1.0779929174064795,0.7044362699765288,0.11115558584543771,0,173,1112210645
Observed-state MAR,Post-action leakage,1.0779929174064795,0.8751985448830674,0.11653485918460288,1,173,1112210645
Observed-state MAR,Oracle state,1.0779929174064795,1.1329821708102574,0.10858320486764349,1,173,1112210645
Complete,Untyped naive contrast,1.0632915146679836,1.8822044624157974,0.15397228893658638,0,174,3369577543
