scenario,method,true,estimate,se,covered,rep,seed
Complete,Coarse locked state,1.0806944346112897,1.0217747049146775,0.08977633827129612,1,466,1626822452
Complete,Design erasure,1.0806944346112897,1.174164523563084,0.08867636718830665,1,466,1626822452
Complete,Admissible refinement,1.0806944346112897,1.0256344788503902,0.08797704608805103,1,466,1626822452
Complete,Mediator-as-state,1.0806944346112897,0.6109318727069776,0.08851603541515364,0,466,1626822452
Complete,Post-action leakage,1.0806944346112897,0.8064736140986791,0.0900941824772539,0,466,1626822452
Complete,Oracle state,1.0806944346112897,1.0363326274553022,0.08525500177352312,1,466,1626822452
Observed-state MAR,Untyped naive contrast,1.0811182866612687,1.8978449945252107,0.18111062985985202,0,466,1626822452
Observed-state MAR,Coarse locked state,1.0811182866612687,1.0650386844270132,0.11503555086005578,1,466,1626822452
Observed-state MAR,Design erasure,1.0811182866612687,1.2576942470685497,0.1163329342946156,1,466,1626822452
Observed-state MAR,Admissible refinement,1.0811182866612687,1.0950786538391506,0.11655422776211878,1,466,1626822452
Observed-state MAR,IPCW admissible refinement,1.0811182866612687,1.0906013732371402,0.11599328617818518,1,466,1626822452
Observed-state MAR,Mediator-as-state,1.0811182866612687,0.7016391618391811,0.12327380869125658,0,466,1626822452
Observed-state MAR,Post-action leakage,1.0811182866612687,0.9354414196772303,0.12253508178650044,1,466,1626822452
Observed-state MAR,Oracle state,1.0811182866612687,1.108607442308672,0.11509142336230402,1,466,1626822452
Complete,Untyped naive contrast,1.0518583180928147,1.4608358746581862,0.1443007815676412,0,467,4145784059
Complete,Coarse locked state,1.0518583180928147,0.9690346120525263,0.0917685027203153,1,467,4145784059
Complete,Design erasure,1.0518583180928147,1.1356866947667201,0.08797108892683517,1,467,4145784059
Complete,Admissible refinement,1.0518583180928147,1.0068972115283301,0.09009585733945137,1,467,4145784059
Complete,Mediator-as-state,1.0518583180928147,0.6125735861227342,0.09708744564886265,0,467,4145784059
Complete,Post-action leakage,1.0518583180928147,0.7505814412262224,0.09196301800608944,0,467,4145784059
Complete,Oracle state,1.0518583180928147,1.0102645398393775,0.0852367727543655,1,467,4145784059
Observed-state MAR,Untyped naive contrast,1.0923058285501877,1.972012289846773,0.18050170568235346,0,467,4145784059
Observed-state MAR,Coarse locked state,1.0923058285501877,1.0734248220736575,0.1102490373615276,1,467,4145784059
Observed-state MAR,Design erasure,1.0923058285501877,1.2556848810929386,0.11129909003553329,1,467,4145784059
Observed-state MAR,Admissible refinement,1.0923058285501877,1.0809485256932716,0.10815841566440246,1,467,4145784059
Observed-state MAR,IPCW admissible refinement,1.0923058285501877,1.0846347480959824,0.10890609724734264,1,467,4145784059
Observed-state MAR,Mediator-as-state,1.0923058285501877,0.7147879475064374,0.10679824465056513,0,467,4145784059
Observed-state MAR,Post-action leakage,1.0923058285501877,0.8769106351694741,0.10595536226960874,0,467,4145784059
Observed-state MAR,Oracle state,1.0923058285501877,1.0894650437690425,0.10709556436990307,1,467,4145784059
Complete,Untyped naive contrast,1.05495171538793,1.5383745803916167,0.14562886590771057,0,468,2024524296
Complete,Coarse locked state,1.05495171538793,0.9485380366537072,0.09184864854175866,1,468,2024524296
Complete,Design erasure,1.05495171538793,1.0854579639837063,0.08896911645936473,1,468,2024524296
Complete,Admissible refinement,1.05495171538793,0.9882977601166104,0.08619741153242659,1,468,2024524296
Complete,Mediator-as-state,1.05495171538793,0.6487964520562235,0.08859964796329664,0,468,2024524296
Complete,Post-action leakage,1.05495171538793,0.7787374398363296,0.0907681833907796,0,468,2024524296
Complete,Oracle state,1.05495171538793,0.9759177497183112,0.08537609158531155,1,468,2024524296
Observed-state MAR,Untyped naive contrast,1.0565109956423366,1.5438163201167798,0.1556808546199617,0,468,2024524296
Observed-state MAR,Coarse locked state,1.0565109956423366,1.032077318166703,0.11623361192460688,1,468,2024524296
Observed-state MAR,Design erasure,1.0565109956423366,1.1404889846761843,0.11399974434544832,1,468,2024524296
Observed-state MAR,Admissible refinement,1.0565109956423366,1.0180805152204362,0.11259801872713317,1,468,2024524296
Observed-state MAR,IPCW admissible refinement,1.0565109956423366,1.012879337980568,0.11223607743638005,1,468,2024524296
Observed-state MAR,Mediator-as-state,1.0565109956423366,0.7056773608189285,0.11776645250454174,0,468,2024524296
Observed-state MAR,Post-action leakage,1.0565109956423366,0.8346602240487695,0.12238061445211658,1,468,2024524296
Observed-state MAR,Oracle state,1.0565109956423366,0.9776673506094578,0.11277211781312915,1,468,2024524296
Complete,Untyped naive contrast,1.0944076898635904,1.7495863717126652,0.16321571063458612,0,469,3143024654
Complete,Coarse locked state,1.0944076898635904,1.0268891735883043,0.09216601224276424,1,469,3143024654
Complete,Design erasure,1.0944076898635904,1.2319225281427266,0.08618043368888019,1,469,3143024654
Complete,Admissible refinement,1.0944076898635904,1.0613776452219776,0.08872937845351421,1,469,3143024654
Complete,Mediator-as-state,1.0944076898635904,0.6435152410004719,0.09288148398223399,0,469,3143024654
Complete,Post-action leakage,1.0944076898635904,0.8368622622478589,0.10222455239859629,0,469,3143024654
Complete,Oracle state,1.0944076898635904,1.0698620365047256,0.0862746301537207,1,469,3143024654
Observed-state MAR,Untyped naive contrast,1.0530603339603135,2.018715835245362,0.1924922284215183,0,469,3143024654
Observed-state MAR,Coarse locked state,1.0530603339603135,1.0762390485926945,0.10352749750613645,1,469,3143024654
Observed-state MAR,Design erasure,1.0530603339603135,1.2581355449275538,0.0995402773293499,0,469,3143024654
Observed-state MAR,Admissible refinement,1.0530603339603135,1.0863013590464257,0.10078114124741983,1,469,3143024654
Observed-state MAR,IPCW admissible refinement,1.0530603339603135,1.0809062718507196,0.1014564756751057,1,469,3143024654
Observed-state MAR,Mediator-as-state,1.0530603339603135,0.7718778028476202,0.11006586684368817,0,469,3143024654
Observed-state MAR,Post-action leakage,1.0530603339603135,0.942341414311609,0.11449307001079134,1,469,3143024654
Observed-state MAR,Oracle state,1.0530603339603135,1.1294293074611426,0.10038760009843017,1,469,3143024654
Complete,Untyped naive contrast,1.1056983163777523,2.047723698251312,0.16291828367950953,0,470,2141450332
Complete,Coarse locked state,1.1056983163777523,1.1686745102000684,0.0994087363014511,1,470,2141450332
Complete,Design erasure,1.1056983163777523,1.39529313040758,0.0924412076422926,0,470,2141450332
Complete,Admissible refinement,1.1056983163777523,1.2102095740388736,0.0934699480846229,1,470,2141450332
Complete,Mediator-as-state,1.1056983163777523,0.8211978532342457,0.09119000039741891,0,470,2141450332
Complete,Post-action leakage,1.1056983163777523,0.9767001282226235,0.0969778788900235,1,470,2141450332
Complete,Oracle state,1.1056983163777523,1.2056774020994983,0.09403643133101569,1,470,2141450332
Observed-state MAR,Untyped naive contrast,1.0598138724640833,1.6758024613515632,0.15043317639415826,0,470,2141450332
Observed-state MAR,Coarse locked state,1.0598138724640833,1.035411551681672,0.09853771850261489,1,470,2141450332
Observed-state MAR,Design erasure,1.0598138724640833,1.1645536309775542,0.09508233538787969,1,470,2141450332
Observed-state MAR,Admissible refinement,1.0598138724640833,1.0353204734908525,0.09613042974903796,1,470,2141450332
Observed-state MAR,IPCW admissible refinement,1.0598138724640833,1.0190368791359081,0.09595807547510053,1,470,2141450332
Observed-state MAR,Mediator-as-state,1.0598138724640833,0.7517520315179811,0.09706264600252525,0,470,2141450332
Observed-state MAR,Post-action leakage,1.0598138724640833,0.9174243713695699,0.09686872442922485,1,470,2141450332
Observed-state MAR,Oracle state,1.0598138724640833,1.0479615267117748,0.09271421321627961,1,470,2141450332
Complete,Untyped naive contrast,1.0735882485660075,1.7451577141207804,0.154253548266473,0,471,2453482402
Complete,Coarse locked state,1.0735882485660075,0.9287462290138945,0.0927087992017416,1,471,2453482402
Complete,Design erasure,1.0735882485660075,1.0289146679874897,0.09596321552067241,1,471,2453482402
Complete,Admissible refinement,1.0735882485660075,0.9202842800845705,0.09233594346339505,1,471,2453482402
Complete,Mediator-as-state,1.0735882485660075,0.5335190611021485,0.09599920591311467,0,471,2453482402
Complete,Post-action leakage,1.0735882485660075,0.6454470561453106,0.0983818287851047,0,471,2453482402
Complete,Oracle state,1.0735882485660075,0.9469179529845086,0.0840941136829187,1,471,2453482402
Observed-state MAR,Untyped naive contrast,1.1158998671575835,1.9930960485479567,0.16850407596266917,0,471,2453482402
Observed-state MAR,Coarse locked state,1.1158998671575835,1.2064725399832648,0.11495939320137104,1,471,2453482402
Observed-state MAR,Design erasure,1.1158998671575835,1.3817158037887636,0.10825301201406343,0,471,2453482402
Observed-state MAR,Admissible refinement,1.1158998671575835,1.2071403358205086,0.10978834777488096,1,471,2453482402
Observed-state MAR,IPCW admissible refinement,1.1158998671575835,1.1949320800469914,0.10903895089743952,1,471,2453482402
Observed-state MAR,Mediator-as-state,1.1158998671575835,0.736560626073838,0.12117630999343898,0,471,2453482402
Observed-state MAR,Post-action leakage,1.1158998671575835,0.9268668740607414,0.12564707085001361,1,471,2453482402
Observed-state MAR,Oracle state,1.1158998671575835,1.2056304022634219,0.10662451277958648,1,471,2453482402
Complete,Untyped naive contrast,1.0604958346642952,1.908937620553888,0.1506207778506656,0,472,1493139878
Complete,Coarse locked state,1.0604958346642952,1.1430416083400707,0.10916980714669189,1,472,1493139878
Complete,Design erasure,1.0604958346642952,1.2985742086860543,0.11052839546397869,0,472,1493139878
Complete,Admissible refinement,1.0604958346642952,1.1172201344465174,0.10592024869525386,1,472,1493139878
Complete,Mediator-as-state,1.0604958346642952,0.696554827145211,0.10505893700362913,0,472,1493139878
Complete,Post-action leakage,1.0604958346642952,0.8843120228318103,0.11296093550162638,1,472,1493139878
Complete,Oracle state,1.0604958346642952,1.0999109736543833,0.10205230952367075,1,472,1493139878
Observed-state MAR,Untyped naive contrast,1.0480489878732506,1.8684587109549433,0.16321828288708545,0,472,1493139878
Observed-state MAR,Coarse locked state,1.0480489878732506,1.1424991344670585,0.12478618011227866,1,472,1493139878
Observed-state MAR,Design erasure,1.0480489878732506,1.2550128143298847,0.11112006610101548,1,472,1493139878
Observed-state MAR,Admissible refinement,1.0480489878732506,1.1078890842532256,0.11695731285411853,1,472,1493139878
Observed-state MAR,IPCW admissible refinement,1.0480489878732506,1.087156005824798,0.1169221703522281,1,472,1493139878
Observed-state MAR,Mediator-as-state,1.0480489878732506,0.8326875175865136,0.11819282445705166,1,472,1493139878
Observed-state MAR,Post-action leakage,1.0480489878732506,0.9331805837558995,0.12812222678632865,1,472,1493139878
Observed-state MAR,Oracle state,1.0480489878732506,1.0531638886605992,0.11221596141709736,1,472,1493139878
Complete,Untyped naive contrast,1.0482452043350945,1.8996829432925453,0.1549815000791335,0,473,3316875689
Complete,Coarse locked state,1.0482452043350945,0.9790830532923095,0.09909287823987832,1,473,3316875689
Complete,Design erasure,1.0482452043350945,1.1896711983023298,0.08760736820604026,1,473,3316875689
Complete,Admissible refinement,1.0482452043350945,1.0389912802591545,0.08884541335442354,1,473,3316875689
Complete,Mediator-as-state,1.0482452043350945,0.6343258204750158,0.09199572997318005,0,473,3316875689
Complete,Post-action leakage,1.0482452043350945,0.7441999767623128,0.09844538828934779,0,473,3316875689
Complete,Oracle state,1.0482452043350945,1.0516588519463848,0.08749693998541652,1,473,3316875689
Observed-state MAR,Untyped naive contrast,1.07641997879677,1.8985416225750869,0.17486352885261558,0,473,3316875689
Observed-state MAR,Coarse locked state,1.07641997879677,1.048818765312955,0.09641399056040512,1,473,3316875689
Observed-state MAR,Design erasure,1.07641997879677,1.1354995875422227,0.0926366983532045,1,473,3316875689
Observed-state MAR,Admissible refinement,1.07641997879677,0.9972206402649219,0.09052106809033886,1,473,3316875689
Observed-state MAR,IPCW admissible refinement,1.07641997879677,0.9956278099898475,0.0909833339512701,1,473,3316875689
Observed-state MAR,Mediator-as-state,1.07641997879677,0.7096309889584619,0.09728193005529444,0,473,3316875689
Observed-state MAR,Post-action leakage,1.07641997879677,0.8254884205213048,0.1045348961093033,0,473,3316875689
Observed-state MAR,Oracle state,1.07641997879677,0.9765127372493518,0.09016484231840285,1,473,3316875689
Complete,Untyped naive contrast,1.1135243955815957,2.1416028311435924,0.15796779385120466,0,474,750901645
Complete,Coarse locked state,1.1135243955815957,1.12491669573026,0.09830936074560202,1,474,750901645
Complete,Design erasure,1.1135243955815957,1.3002321858814605,0.0886680623036131,0,474,750901645
Complete,Admissible refinement,1.1135243955815957,1.135357298381779,0.09390094025543343,1,474,750901645
Complete,Mediator-as-state,1.1135243955815957,0.7230756360734871,0.09441117698252725,0,474,750901645
Complete,Post-action leakage,1.1135243955815957,0.9124462535096008,0.09846940379800757,0,474,750901645
Complete,Oracle state,1.1135243955815957,1.141161119621944,0.09309548396357688,1,474,750901645
Observed-state MAR,Untyped naive contrast,1.0712053566339432,1.790402450657818,0.17121878415516406,0,474,750901645
Observed-state MAR,Coarse locked state,1.0712053566339432,1.1124135413956915,0.11273006105286053,1,474,750901645
Observed-state MAR,Design erasure,1.0712053566339432,1.2311107562203083,0.10776833998316937,1,474,750901645
Observed-state MAR,Admissible refinement,1.0712053566339432,1.0711983609370777,0.10709498575697741,1,474,750901645
Observed-state MAR,IPCW admissible refinement,1.0712053566339432,1.0628819837126369,0.10751076513939631,1,474,750901645
Observed-state MAR,Mediator-as-state,1.0712053566339432,0.7926319016789878,0.10669170139280816,0,474,750901645
Observed-state MAR,Post-action leakage,1.0712053566339432,0.9668371246534121,0.11049309083833868,1,474,750901645
Observed-state MAR,Oracle state,1.0712053566339432,1.0912747227392627,0.1037030381481432,1,474,750901645
Complete,Untyped naive contrast,1.0734003096752844,1.875407567786283,0.16960736490621064,0,475,4269175048
Complete,Coarse locked state,1.0734003096752844,1.0831672523479847,0.09700169172418882,1,475,4269175048
Complete,Design erasure,1.0734003096752844,1.2561714802380333,0.08894276665567565,0,475,4269175048
Complete,Admissible refinement,1.0734003096752844,1.076683144631602,0.08975257902929801,1,475,4269175048
Complete,Mediator-as-state,1.0734003096752844,0.6593228340811801,0.09699118862444378,0,475,4269175048
Complete,Post-action leakage,1.0734003096752844,0.9061380030517023,0.10072314047989978,1,475,4269175048
Complete,Oracle state,1.0734003096752844,1.0986845980839108,0.08608886951620816,1,475,4269175048
Observed-state MAR,Untyped naive contrast,1.0310664680316115,1.8825479026066172,0.19762213235942955,0,475,4269175048
Observed-state MAR,Coarse locked state,1.0310664680316115,0.9098036851199711,0.09802486336251093,1,475,4269175048
Observed-state MAR,Design erasure,1.0310664680316115,1.0811214425319562,0.10002351680430864,1,475,4269175048
Observed-state MAR,Admissible refinement,1.0310664680316115,0.9241129212967056,0.0963828182800494,1,475,4269175048
Observed-state MAR,IPCW admissible refinement,1.0310664680316115,0.9218743051283407,0.09573464674417814,1,475,4269175048
Observed-state MAR,Mediator-as-state,1.0310664680316115,0.523892743162326,0.09728644688418535,0,475,4269175048
Observed-state MAR,Post-action leakage,1.0310664680316115,0.6831055632411027,0.10346163715593694,0,475,4269175048
Observed-state MAR,Oracle state,1.0310664680316115,0.9890928480148244,0.09696219795579546,1,475,4269175048
Complete,Untyped naive contrast,1.097709999019747,1.8834766465997805,0.1416139849313983,0,476,3651050640
Complete,Coarse locked state,1.097709999019747,1.0287140608339327,0.09903416393235703,1,476,3651050640
Complete,Design erasure,1.097709999019747,1.1671678040878004,0.08807964296980682,1,476,3651050640
Complete,Admissible refinement,1.097709999019747,1.0487931374735506,0.0915220366820711,1,476,3651050640
Complete,Mediator-as-state,1.097709999019747,0.6520236730022955,0.0928394206848551,0,476,3651050640
Complete,Post-action leakage,1.097709999019747,0.8068688549090438,0.0968403563128801,0,476,3651050640
Complete,Oracle state,1.097709999019747,1.0514543329465258,0.08849463267648773,1,476,3651050640
Observed-state MAR,Untyped naive contrast,1.0876827775688969,1.773129341555225,0.17830345055501443,0,476,3651050640
Observed-state MAR,Coarse locked state,1.0876827775688969,1.1689000986917308,0.11134139309602456,1,476,3651050640
Observed-state MAR,Design erasure,1.0876827775688969,1.2995420509962838,0.10263831539950215,0,476,3651050640
Observed-state MAR,Admissible refinement,1.0876827775688969,1.1549894455295673,0.10572613124797728,1,476,3651050640
Observed-state MAR,IPCW admissible refinement,1.0876827775688969,1.1524169540763642,0.10576188292897429,1,476,3651050640
Observed-state MAR,Mediator-as-state,1.0876827775688969,0.8027236465673644,0.11085277875233213,0,476,3651050640
Observed-state MAR,Post-action leakage,1.0876827775688969,1.0142510584164675,0.10511750450105847,1,476,3651050640
Observed-state MAR,Oracle state,1.0876827775688969,1.1325647490955475,0.0999167799518634,1,476,3651050640
Complete,Untyped naive contrast,1.0738209530770637,1.8509898145021682,0.14754309613124184,0,477,560095564
Complete,Coarse locked state,1.0738209530770637,1.0779536208019402,0.09304469899751386,1,477,560095564
Complete,Design erasure,1.0738209530770637,1.231930799478064,0.09699165420257151,1,477,560095564
Complete,Admissible refinement,1.0738209530770637,1.0762424724206288,0.09112752922417339,1,477,560095564
Complete,Mediator-as-state,1.0738209530770637,0.6496262797979098,0.09747928558911394,0,477,560095564
Complete,Post-action leakage,1.0738209530770637,0.8301398672184065,0.0967071931461991,0,477,560095564
Complete,Oracle state,1.0738209530770637,1.07601220156318,0.09190588862962837,1,477,560095564
Observed-state MAR,Untyped naive contrast,1.0194868562367685,1.65728995429534,0.17572949617157194,0,477,560095564
Observed-state MAR,Coarse locked state,1.0194868562367685,0.9756248374835746,0.11454202020253046,1,477,560095564
Observed-state MAR,Design erasure,1.0194868562367685,1.097522437338041,0.1097760644571348,1,477,560095564
Observed-state MAR,Admissible refinement,1.0194868562367685,0.9710804398176935,0.10908347601570006,1,477,560095564
Observed-state MAR,IPCW admissible refinement,1.0194868562367685,0.9665884129004774,0.1080851768596852,1,477,560095564
Observed-state MAR,Mediator-as-state,1.0194868562367685,0.6121961634876059,0.11776721733875985,0,477,560095564
Observed-state MAR,Post-action leakage,1.0194868562367685,0.7294908728334712,0.11679525381368716,0,477,560095564
Observed-state MAR,Oracle state,1.0194868562367685,0.9531884847619396,0.10880145443469447,1,477,560095564
Complete,Untyped naive contrast,1.0458146991681316,1.7988156067092664,0.17629446881672242,0,478,177579312
Complete,Coarse locked state,1.0458146991681316,1.0257592058168101,0.09961673254839812,1,478,177579312
Complete,Design erasure,1.0458146991681316,1.1623110793355305,0.09928500542187813,1,478,177579312
Complete,Admissible refinement,1.0458146991681316,1.049792807219135,0.09566384219970168,1,478,177579312
Complete,Mediator-as-state,1.0458146991681316,0.5308584254633988,0.09766411184942637,0,478,177579312
Complete,Post-action leakage,1.0458146991681316,0.8079991283027464,0.10125610275866352,0,478,177579312
Complete,Oracle state,1.0458146991681316,1.0371237403364502,0.0906259464332039,1,478,177579312
Observed-state MAR,Untyped naive contrast,1.0952696962486317,1.8840199646152276,0.17984174247871001,0,478,177579312
Observed-state MAR,Coarse locked state,1.0952696962486317,1.104846021690024,0.1136025258572516,1,478,177579312
Observed-state MAR,Design erasure,1.0952696962486317,1.275019360762233,0.11485352179523449,1,478,177579312
Observed-state MAR,Admissible refinement,1.0952696962486317,1.0961058902055083,0.11159497870728341,1,478,177579312
Observed-state MAR,IPCW admissible refinement,1.0952696962486317,1.0903476489128705,0.11329109862698561,1,478,177579312
Observed-state MAR,Mediator-as-state,1.0952696962486317,0.6767237166626116,0.11728469539142489,0,478,177579312
Observed-state MAR,Post-action leakage,1.0952696962486317,0.8320876485897214,0.12940634246556315,0,478,177579312
Observed-state MAR,Oracle state,1.0952696962486317,1.1089547475373893,0.10882780008830883,1,478,177579312
Complete,Untyped naive contrast,1.072698299040159,1.832240518206187,0.15908413960010293,0,479,3161214660
Complete,Coarse locked state,1.072698299040159,1.003838535279635,0.09294086123165114,1,479,3161214660
Complete,Design erasure,1.072698299040159,1.131416394543548,0.09459366809186896,1,479,3161214660
Complete,Admissible refinement,1.072698299040159,1.0105075872390694,0.09224941568959279,1,479,3161214660
Complete,Mediator-as-state,1.072698299040159,0.6243282954711095,0.09786700168389753,0,479,3161214660
Complete,Post-action leakage,1.072698299040159,0.8131178758630897,0.09632018891366759,0,479,3161214660
Complete,Oracle state,1.072698299040159,1.0210607749038645,0.08977160123215149,1,479,3161214660
Observed-state MAR,Untyped naive contrast,1.0582766180952734,1.5911213575751173,0.1736376304924399,0,479,3161214660
Observed-state MAR,Coarse locked state,1.0582766180952734,0.974208194912099,0.0979965657815763,1,479,3161214660
Observed-state MAR,Design erasure,1.0582766180952734,1.106551602022974,0.09192715629353954,1,479,3161214660
Observed-state MAR,Admissible refinement,1.0582766180952734,0.9587248928376199,0.09276688742325528,1,479,3161214660
Observed-state MAR,IPCW admissible refinement,1.0582766180952734,0.9435776760245155,0.09303025738718217,1,479,3161214660
Observed-state MAR,Mediator-as-state,1.0582766180952734,0.6767104756034944,0.10232343159644527,0,479,3161214660
Observed-state MAR,Post-action leakage,1.0582766180952734,0.7686827733906203,0.0927035352795315,0,479,3161214660
Observed-state MAR,Oracle state,1.0582766180952734,0.9715589616712108,0.0891984158625927,1,479,3161214660
Complete,Untyped naive contrast,1.073265902818369,1.722547131770164,0.13648083254574755,0,480,1204793327
Complete,Coarse locked state,1.073265902818369,1.0585415698552934,0.10635283351566731,1,480,1204793327
Complete,Design erasure,1.073265902818369,1.2039559585003827,0.0926106292450256,1,480,1204793327
Complete,Admissible refinement,1.073265902818369,1.083943493186281,0.0974586298353973,1,480,1204793327
Complete,Mediator-as-state,1.073265902818369,0.6376217551350319,0.10699242624705618,0,480,1204793327
Complete,Post-action leakage,1.073265902818369,0.8592370061427901,0.10902004514250002,0,480,1204793327
Complete,Oracle state,1.073265902818369,1.0837849688859296,0.09711348494502106,1,480,1204793327
Observed-state MAR,Untyped naive contrast,1.0568973542200508,1.747161193112764,0.17650445894682393,0,480,1204793327
Observed-state MAR,Coarse locked state,1.0568973542200508,1.00406002698179,0.10474497941633257,1,480,1204793327
Observed-state MAR,Design erasure,1.0568973542200508,1.2181899165056915,0.10427176573864066,1,480,1204793327
Observed-state MAR,Admissible refinement,1.0568973542200508,1.024198666329406,0.09912957401245596,1,480,1204793327
Observed-state MAR,IPCW admissible refinement,1.0568973542200508,1.0183145052419655,0.09892897675074266,1,480,1204793327
Observed-state MAR,Mediator-as-state,1.0568973542200508,0.7011976048284879,0.10896340021146508,0,480,1204793327
Observed-state MAR,Post-action leakage,1.0568973542200508,0.79747882371104,0.11568499991895397,0,480,1204793327
Observed-state MAR,Oracle state,1.0568973542200508,1.0444116950680364,0.10148674306570313,1,480,1204793327
Complete,Untyped naive contrast,1.1082745895567205,2.145099776049402,0.14625125922689397,0,481,2624254785
Complete,Coarse locked state,1.1082745895567205,1.108742681848786,0.1069308904590036,1,481,2624254785
Complete,Design erasure,1.1082745895567205,1.321606953379616,0.10135025255868288,0,481,2624254785
Complete,Admissible refinement,1.1082745895567205,1.1053200188958352,0.10140643398256369,1,481,2624254785
Complete,Mediator-as-state,1.1082745895567205,0.7079797795383327,0.10166463006140931,0,481,2624254785
Complete,Post-action leakage,1.1082745895567205,0.8345228242438183,0.10291273051272987,0,481,2624254785
Complete,Oracle state,1.1082745895567205,1.082674688642657,0.09824696021254313,1,481,2624254785
Observed-state MAR,Untyped naive contrast,1.0852454556261162,1.8537633677382521,0.17252951095872018,0,481,2624254785
Observed-state MAR,Coarse locked state,1.0852454556261162,1.1239776911171513,0.10556626152446588,1,481,2624254785
Observed-state MAR,Design erasure,1.0852454556261162,1.1813755015805645,0.10068173989534322,1,481,2624254785
Observed-state MAR,Admissible refinement,1.0852454556261162,1.1013710865761381,0.09898102881015346,1,481,2624254785
Observed-state MAR,IPCW admissible refinement,1.0852454556261162,1.0951481997314345,0.09972956707193345,1,481,2624254785
Observed-state MAR,Mediator-as-state,1.0852454556261162,0.6988578133821048,0.11552302302538581,0,481,2624254785
Observed-state MAR,Post-action leakage,1.0852454556261162,0.8939967225317029,0.11370835635569082,1,481,2624254785
Observed-state MAR,Oracle state,1.0852454556261162,1.110669402358687,0.09704810084080798,1,481,2624254785
Complete,Untyped naive contrast,1.0340764021102982,1.955937507018758,0.17410342135752482,0,482,121859719
Complete,Coarse locked state,1.0340764021102982,1.1739065447162256,0.09940378716686787,1,482,121859719
Complete,Design erasure,1.0340764021102982,1.3420219247628702,0.09305766366750502,0,482,121859719
Complete,Admissible refinement,1.0340764021102982,1.194801408091159,0.09359780237094815,1,482,121859719
Complete,Mediator-as-state,1.0340764021102982,0.7653545431170405,0.09521004290493645,0,482,121859719
Complete,Post-action leakage,1.0340764021102982,0.8870006497837568,0.10486638112510803,1,482,121859719
Complete,Oracle state,1.0340764021102982,1.1723506139575208,0.09203994242447382,1,482,121859719
Observed-state MAR,Untyped naive contrast,1.0972297812770806,1.935194319947175,0.19417769932844017,0,482,121859719
Observed-state MAR,Coarse locked state,1.0972297812770806,1.1362899783566183,0.11891086211947217,1,482,121859719
Observed-state MAR,Design erasure,1.0972297812770806,1.2916053587403737,0.11238433709747635,1,482,121859719
Observed-state MAR,Admissible refinement,1.0972297812770806,1.1431504029749553,0.11399776033594906,1,482,121859719
Observed-state MAR,IPCW admissible refinement,1.0972297812770806,1.1344072248028032,0.11437720739760271,1,482,121859719
Observed-state MAR,Mediator-as-state,1.0972297812770806,0.6976736500433067,0.1166661646543235,0,482,121859719
Observed-state MAR,Post-action leakage,1.0972297812770806,0.8686618048477346,0.12133979842817794,1,482,121859719
Observed-state MAR,Oracle state,1.0972297812770806,1.1330503828322411,0.11362188517505832,1,482,121859719
Complete,Untyped naive contrast,1.0771402540090251,2.1395011837631452,0.13655060957722417,0,483,1442317195
Complete,Coarse locked state,1.0771402540090251,1.2195399670486282,0.08517702659188268,1,483,1442317195
Complete,Design erasure,1.0771402540090251,1.3625862572966259,0.08550471414805276,0,483,1442317195
Complete,Admissible refinement,1.0771402540090251,1.2291056347157696,0.08216839241570882,1,483,1442317195
Complete,Mediator-as-state,1.0771402540090251,0.7993027388744447,0.09001085972933136,0,483,1442317195
Complete,Post-action leakage,1.0771402540090251,0.9963002669325138,0.08481258173696644,1,483,1442317195
Complete,Oracle state,1.0771402540090251,1.251419734674775,0.08246299864819341,0,483,1442317195
Observed-state MAR,Untyped naive contrast,1.0361494119144625,1.8857078534607732,0.17210380229608993,0,483,1442317195
Observed-state MAR,Coarse locked state,1.0361494119144625,1.1108152606990618,0.10209244000875836,1,483,1442317195
Observed-state MAR,Design erasure,1.0361494119144625,1.287899074994687,0.09677754072886754,0,483,1442317195
Observed-state MAR,Admissible refinement,1.0361494119144625,1.1341864758184645,0.09405198289985697,1,483,1442317195
Observed-state MAR,IPCW admissible refinement,1.0361494119144625,1.1410097579672804,0.09500797201362078,1,483,1442317195
Observed-state MAR,Mediator-as-state,1.0361494119144625,0.8028923064575455,0.1045812859097287,0,483,1442317195
Observed-state MAR,Post-action leakage,1.0361494119144625,0.903454250501447,0.10617649445191074,1,483,1442317195
Observed-state MAR,Oracle state,1.0361494119144625,1.1292329926088767,0.08993041643046779,1,483,1442317195
Complete,Untyped naive contrast,1.0484712724610639,1.645043570017842,0.13743709109246838,0,484,896370780
Complete,Coarse locked state,1.0484712724610639,0.9983823058332978,0.09689883401599314,1,484,896370780
Complete,Design erasure,1.0484712724610639,1.1160010554266715,0.09624863085931089,1,484,896370780
Complete,Admissible refinement,1.0484712724610639,0.9975443810603539,0.09243003346197674,1,484,896370780
Complete,Mediator-as-state,1.0484712724610639,0.6543126603048682,0.09781323620430211,0,484,896370780
Complete,Post-action leakage,1.0484712724610639,0.8202928715477505,0.09857463614616484,0,484,896370780
Complete,Oracle state,1.0484712724610639,1.0095027712193099,0.09251185015901155,1,484,896370780
Observed-state MAR,Untyped naive contrast,1.0903631836852599,1.8687675041383085,0.15908332798583788,0,484,896370780
Observed-state MAR,Coarse locked state,1.0903631836852599,1.0719773098658427,0.1051286043467863,1,484,896370780
